mean,RMS,ptp,std,max,min
20.493,20.493,0.164,0.039,20.569,20.405
20.493,20.493,0.164,0.038,20.569,20.405
20.493,20.493,0.164,0.038,20.569,20.405
20.493,20.493,0.164,0.038,20.569,20.405
20.493,20.493,0.164,0.038,20.569,20.405
20.493,20.493,0.164,0.038,20.569,20.405
20.494,20.494,0.164,0.038,20.569,20.405
20.494,20.494,0.164,0.038,20.569,20.405
20.494,20.494,0.164,0.038,20.569,20.405
20.494,20.494,0.164,0.038,20.569,20.405
20.494,20.494,0.164,0.038,20.569,20.405
20.494,20.494,0.164,0.038,20.569,20.405
20.494,20.494,0.164,0.038,20.569,20.405
20.494,20.494,0.164,0.038,20.569,20.405
20.494,20.494,0.164,0.038,20.569,20.405
20.493,20.493,0.164,0.038,20.569,20.405
20.494,20.494,0.167,0.038,20.572,20.405
20.494,20.494,0.167,0.039,20.572,20.405
