"No.","Time","Source","Destination","Protocol","Address","Length","Name","Info"
"12577","98.726987","10.169.156.72","18.156.44.202","TCP","","54","","49364  >  443 [RST] Seq=64 Win=0 Len=0"
"12578","98.920086","10.169.156.72","142.250.184.110","TCP","","54","","[TCP Dup ACK 7352#1] [TCP ACKed unseen segment] 49523  >  443 [ACK] Seq=1780 Ack=8789 Win=131072 Len=0"
"12579","98.922386","142.250.184.110","10.169.156.72","TCP","","66","","[TCP Dup ACK 7353#1] [TCP ACKed unseen segment] 443  >  49523 [ACK] Seq=8789 Ack=1781 Win=69376 Len=0 TSval=2662975308 TSecr=495591297"
"12580","99.327918","Cisco_a7:49:00","Broadcast","ARP","","42","","Gratuitous ARP for 10.169.156.93 (Reply)"
"12581","99.423961","10.169.156.72","142.250.180.131","TCP","","54","","[TCP Dup ACK 7355#1] 49525  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"12582","99.423961","10.169.156.72","142.250.184.68","TCP","","54","","[TCP Dup ACK 7356#1] 49524  >  443 [ACK] Seq=1 Ack=1 Win=2048 Len=0"
"12583","99.424026","10.169.156.72","142.250.184.118","TCP","","54","","[TCP Keep-Alive] 49516  >  443 [ACK] Seq=2245 Ack=30199 Win=131072 Len=0"
"12584","99.432687","142.250.180.131","10.169.156.72","TCP","","66","","[TCP Dup ACK 7358#1] [TCP ACKed unseen segment] 443  >  49525 [ACK] Seq=1 Ack=2 Win=272 Len=0 TSval=2985464006 TSecr=495591548"
"12585","99.432860","142.250.184.68","10.169.156.72","TCP","","66","","[TCP Dup ACK 7359#1] [TCP ACKed unseen segment] 443  >  49524 [ACK] Seq=1 Ack=2 Win=272 Len=0 TSval=2943188846 TSecr=495591545"
"12586","99.432862","142.250.184.118","10.169.156.72","TCP","","66","","[TCP Keep-Alive ACK] 443  >  49516 [ACK] Seq=30199 Ack=2246 Win=73472 Len=0 TSval=3724076976 TSecr=495591920"
"12587","100.113932","10.169.156.72","193.206.135.76","TCP","","1514","","49521  >  443 [ACK] Seq=38008 Ack=9869949 Win=694336 Len=1448 TSval=495682709 TSecr=1147046994 [TCP segment of a reassembled PDU]"
"12588","100.113932","10.169.156.72","193.206.135.76","TLSv1.3","","573","","Application Data"
"12589","100.124892","193.206.135.76","10.169.156.72","TCP","","66","","443  >  49521 [ACK] Seq=9869949 Ack=39963 Win=152832 Len=0 TSval=1147049848 TSecr=495682709"
"12590","100.125826","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data"
"12591","100.125882","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9871397 Win=692864 Len=0 TSval=495682720 TSecr=1147049849"
"12592","100.126254","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9871397 Ack=39963 Win=152832 Len=1448 TSval=1147049849 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12593","100.126256","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9872845 Ack=39963 Win=152832 Len=1448 TSval=1147049849 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12594","100.126300","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9874293 Win=691392 Len=0 TSval=495682720 TSecr=1147049849"
"12595","100.126353","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9874293 Win=694336 Len=0 TSval=495682720 TSecr=1147049849"
"12596","100.126377","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9874293 Ack=39963 Win=152832 Len=1448 TSval=1147049849 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12597","100.126379","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9875741 Ack=39963 Win=152832 Len=1448 TSval=1147049849 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12598","100.126484","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9877189 Win=691392 Len=0 TSval=495682720 TSecr=1147049849"
"12599","100.126503","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9877189 Win=694336 Len=0 TSval=495682720 TSecr=1147049849"
"12600","100.126781","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9877189 Ack=39963 Win=152832 Len=1448 TSval=1147049849 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12601","100.126783","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9878637 Ack=39963 Win=152832 Len=1448 TSval=1147049849 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12602","100.126808","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9880085 Win=691392 Len=0 TSval=495682720 TSecr=1147049849"
"12603","100.126832","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9880085 Win=694336 Len=0 TSval=495682720 TSecr=1147049849"
"12604","100.127073","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9880085 Ack=39963 Win=152832 Len=1448 TSval=1147049849 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12605","100.127111","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9881533 Win=692864 Len=0 TSval=495682721 TSecr=1147049849"
"12606","100.127385","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9881533 Ack=39963 Win=152832 Len=1448 TSval=1147049850 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12607","100.127387","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9882981 Ack=39963 Win=152832 Len=1448 TSval=1147049850 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12608","100.127428","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9884429 Win=691392 Len=0 TSval=495682721 TSecr=1147049850"
"12609","100.127437","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9884429 Win=694336 Len=0 TSval=495682721 TSecr=1147049850"
"12610","100.127702","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9884429 Ack=39963 Win=152832 Len=1448 TSval=1147049850 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12611","100.127704","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9885877 Ack=39963 Win=152832 Len=1448 TSval=1147049850 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12612","100.127726","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9887325 Win=691392 Len=0 TSval=495682721 TSecr=1147049850"
"12613","100.127772","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9887325 Win=694336 Len=0 TSval=495682721 TSecr=1147049850"
"12614","100.128130","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"12615","100.128167","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9888773 Win=692864 Len=0 TSval=495682722 TSecr=1147049851"
"12616","100.128583","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9888773 Ack=39963 Win=152832 Len=1448 TSval=1147049851 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12617","100.128585","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9890221 Ack=39963 Win=152832 Len=1448 TSval=1147049851 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12618","100.128609","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9891669 Win=691392 Len=0 TSval=495682722 TSecr=1147049851"
"12619","100.128627","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9891669 Win=694336 Len=0 TSval=495682722 TSecr=1147049851"
"12620","100.130328","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9891669 Ack=39963 Win=152832 Len=1448 TSval=1147049851 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12621","100.130330","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9893117 Ack=39963 Win=152832 Len=1448 TSval=1147049852 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12622","100.130354","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9894565 Win=691392 Len=0 TSval=495682724 TSecr=1147049852"
"12623","100.130369","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9894565 Win=694336 Len=0 TSval=495682724 TSecr=1147049852"
"12624","100.131733","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9894565 Ack=39963 Win=152832 Len=1448 TSval=1147049852 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12625","100.131735","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9896013 Ack=39963 Win=152832 Len=1448 TSval=1147049852 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12626","100.131752","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9897461 Win=691392 Len=0 TSval=495682725 TSecr=1147049852"
"12627","100.131771","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9897461 Win=694336 Len=0 TSval=495682725 TSecr=1147049852"
"12628","100.132350","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9897461 Ack=39963 Win=152832 Len=1448 TSval=1147049852 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12629","100.132352","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9898909 Ack=39963 Win=152832 Len=1448 TSval=1147049853 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12630","100.132369","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9900357 Win=691392 Len=0 TSval=495682725 TSecr=1147049853"
"12631","100.132381","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9900357 Win=694336 Len=0 TSval=495682725 TSecr=1147049853"
"12632","100.132739","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9900357 Ack=39963 Win=152832 Len=1448 TSval=1147049853 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12633","100.132741","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9901805 Ack=39963 Win=152832 Len=1448 TSval=1147049853 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12634","100.132758","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9903253 Win=691392 Len=0 TSval=495682726 TSecr=1147049853"
"12635","100.132821","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9903253 Win=694336 Len=0 TSval=495682726 TSecr=1147049853"
"12636","100.133020","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"12637","100.133022","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9904701 Ack=39963 Win=152832 Len=1448 TSval=1147049853 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12638","100.133043","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9906149 Win=691392 Len=0 TSval=495682726 TSecr=1147049853"
"12639","100.133060","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9906149 Win=694336 Len=0 TSval=495682726 TSecr=1147049853"
"12640","100.133707","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9906149 Ack=39963 Win=152832 Len=1448 TSval=1147049853 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12641","100.133709","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9907597 Ack=39963 Win=152832 Len=1448 TSval=1147049853 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12642","100.133728","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9909045 Win=691392 Len=0 TSval=495682726 TSecr=1147049853"
"12643","100.133777","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9909045 Win=694336 Len=0 TSval=495682726 TSecr=1147049853"
"12644","100.133988","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9909045 Ack=39963 Win=152832 Len=1448 TSval=1147049853 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12645","100.133990","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9910493 Ack=39963 Win=152832 Len=1448 TSval=1147049854 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12646","100.134008","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9911941 Win=691392 Len=0 TSval=495682727 TSecr=1147049854"
"12647","100.134031","10.169.156.72","193.206.135.76","TCP","","66","","[TCP Window Update] 49521  >  443 [ACK] Seq=39963 Ack=9911941 Win=694336 Len=0 TSval=495682727 TSecr=1147049854"
"12648","100.134316","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9911941 Ack=39963 Win=152832 Len=1448 TSval=1147049854 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12649","100.134319","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9913389 Ack=39963 Win=152832 Len=1448 TSval=1147049854 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12650","100.134347","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9914837 Win=694336 Len=0 TSval=495682727 TSecr=1147049854"
"12651","100.134999","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9914837 Ack=39963 Win=152832 Len=1448 TSval=1147049854 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12652","100.135001","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9916285 Ack=39963 Win=152832 Len=1448 TSval=1147049855 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12653","100.135022","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9917733 Win=694336 Len=0 TSval=495682728 TSecr=1147049855"
"12654","100.135286","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9917733 Ack=39963 Win=152832 Len=1448 TSval=1147049855 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12655","100.135288","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"12656","100.135312","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9920629 Win=694336 Len=0 TSval=495682728 TSecr=1147049855"
"12657","100.135663","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9920629 Ack=39963 Win=152832 Len=1448 TSval=1147049855 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12658","100.135665","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9922077 Ack=39963 Win=152832 Len=1448 TSval=1147049856 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12659","100.135693","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9923525 Win=694336 Len=0 TSval=495682728 TSecr=1147049856"
"12660","100.135967","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9923525 Ack=39963 Win=152832 Len=1448 TSval=1147049856 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12661","100.135969","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9924973 Ack=39963 Win=152832 Len=1448 TSval=1147049856 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12662","100.135990","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9926421 Win=694336 Len=0 TSval=495682728 TSecr=1147049856"
"12663","100.136240","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9926421 Ack=39963 Win=152832 Len=1448 TSval=1147049856 TSecr=495682709 [TCP segment of a reassembled PDU]"
"12664","100.136242","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9927869 Ack=39963 Win=152832 Len=1448 TSval=1147049857 TSecr=495682720 [TCP segment of a reassembled PDU]"
"12665","100.136259","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9929317 Win=694336 Len=0 TSval=495682729 TSecr=1147049857"
"12666","100.136582","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9929317 Ack=39963 Win=152832 Len=1448 TSval=1147049857 TSecr=495682720 [TCP segment of a reassembled PDU]"
"12667","100.136583","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9930765 Ack=39963 Win=152832 Len=1448 TSval=1147049857 TSecr=495682720 [TCP segment of a reassembled PDU]"
"12668","100.136598","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9932213 Win=694336 Len=0 TSval=495682729 TSecr=1147049857"
"12669","100.136892","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9932213 Ack=39963 Win=152832 Len=1448 TSval=1147049857 TSecr=495682720 [TCP segment of a reassembled PDU]"
"12670","100.136893","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9933661 Ack=39963 Win=152832 Len=1448 TSval=1147049858 TSecr=495682721 [TCP segment of a reassembled PDU]"
"12671","100.136909","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9935109 Win=694336 Len=0 TSval=495682729 TSecr=1147049858"
"12672","100.137613","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [ACK] Seq=9935109 Ack=39963 Win=152832 Len=1448 TSval=1147049858 TSecr=495682721 [TCP segment of a reassembled PDU]"
"12673","100.137615","193.206.135.76","10.169.156.72","TLSv1.3","","1514","","Application Data [TCP segment of a reassembled PDU]"
"12674","100.137646","10.169.156.72","193.206.135.76","TCP","","66","","49521  >  443 [ACK] Seq=39963 Ack=9938005 Win=694336 Len=0 TSval=495682730 TSecr=1147049858"
"12675","100.137957","193.206.135.76","10.169.156.72","TCP","","1514","","443  >  49521 [PSH, ACK] Seq=9938005 Ack=39963 Win=152832 Len=1448 TSval=1147049858 TSecr=495682721 [TCP segment of a reassembled PDU]"
